0,1
0,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
1,"{'S': 0, 'E': 0, 'I': 1, 'R': 0, 'D': 0}"
2,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
3,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
4,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
5,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
6,"{'S': 0, 'E': 0, 'I': 1, 'R': 0, 'D': 0}"
7,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
8,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
9,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
10,"{'S': 0, 'E': 0, 'I': 1, 'R': 0, 'D': 0}"
11,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
12,"{'S': 0, 'E': 0, 'I': 1, 'R': 0, 'D': 0}"
13,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
14,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
15,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
16,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
17,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
18,"{'S': 0, 'E': 0, 'I': 1, 'R': 0, 'D': 0}"
19,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
20,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
21,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
22,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
23,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
24,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
25,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
26,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
27,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
28,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
29,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
30,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
31,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
32,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
33,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
34,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
35,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
36,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
37,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
38,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
39,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
40,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
41,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
42,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
43,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
44,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
45,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
46,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
47,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
48,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
49,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
50,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
51,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
52,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
53,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
54,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
55,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
56,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
57,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
58,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
59,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
60,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
61,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
62,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
63,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
64,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
65,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
66,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
67,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
68,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
69,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
70,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
71,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
72,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
73,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
74,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
75,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
76,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
77,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
78,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
79,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
80,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
81,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
82,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
83,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
84,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
85,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
86,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
87,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
88,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
89,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
90,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
91,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
92,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
93,"{'S': 0, 'E': 0, 'I': 1, 'R': 0, 'D': 0}"
94,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
95,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
96,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
97,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
98,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
99,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
100,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
101,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
102,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
103,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
104,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
105,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
106,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
107,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
108,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
109,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
110,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
111,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
112,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
113,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
114,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
115,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
116,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
117,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
118,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
119,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
120,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
121,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
122,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
123,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
124,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
125,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
126,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
127,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
128,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
129,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
130,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
131,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
132,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
133,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
134,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
135,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
136,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
137,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
138,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
139,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
140,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
141,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
142,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
143,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
144,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
145,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
146,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
147,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
148,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
149,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
150,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
151,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
152,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
153,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
154,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
155,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
156,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
157,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
158,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
159,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
160,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
161,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
162,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
163,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
164,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
165,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
166,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
167,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
168,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
169,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
170,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
171,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
172,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
173,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
174,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
175,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
176,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
177,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
178,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
179,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
180,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
181,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
182,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
183,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
184,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
185,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
186,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
187,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
188,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
189,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
190,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
191,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
192,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
193,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
194,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
195,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
196,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
197,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
198,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
199,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
200,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
201,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
202,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
203,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
204,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
205,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
206,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
207,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
208,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
209,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
210,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
211,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
212,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
213,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
214,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
215,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
216,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
217,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
218,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
219,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
220,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
221,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
222,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
223,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
224,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
225,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
226,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
227,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
228,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
229,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
230,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
231,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
232,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
233,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
234,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
235,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
236,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
237,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
238,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
239,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
240,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
241,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
242,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
243,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
244,"{'S': 0, 'E': 0, 'I': 1, 'R': 0, 'D': 0}"
245,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
246,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
247,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
248,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
249,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
250,"{'S': 1, 'E': 0, 'I': 0, 'R': 0, 'D': 0}"
